,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
73,93,78.9213,0.0071,0.7104,85.9654,0.0141,0.6083,162.8469,0.7041,2.2103,291.7633,3.2817,0.0334,316.6422,3.1041,0.0461,383.3992,2.477,0.1903,392.8434,0.8183,0.0903,471.1096,15.3362,1.1321,2010.7701,560.0271,69.0225,-19.2238316,1.809836,1.164736,169.30719
74,98,92.2275,0.113,0.6622,94.2406,0.0005,0.6617,171.6548,0.77,1.8542,291.8041,2.9099,0.0078,315.6052,3.0461,0.0342,355.2918,12.8376,0.2968,402.7516,0.4067,0.0652,416.8796,3.2305,0.6493,1994.3477,519.0991,88.3806,-17.29066154,1.885888,1.165094,163.137711
75,99,84.5622,0.0007,0.598,85.8191,0.152,0.6452,174.8582,0.5393,1.4926,307.11,3.0013,0.0203,324.2729,2.9018,0.0126,371.9377,5.8084,0.5667,385.3531,0.3864,0.0488,430.1995,10.4998,1.0358,2033.2525,527.3716,84.3995,-14.76110598,1.853506,1.160158,160.030258
76,100,68.1215,0.1054,0.5634,68.7832,0.0647,0.5707,177.2644,0.563,1.1995,301.2398,3.4587,0.007,309.648,2.6197,0.0419,355.5018,0.8254,0.5926,374.4865,0.4002,0.0979,456.3235,14.7135,0.732,2086.9452,529.0001,76.661,-13.89357341,1.820476,1.153714,161.068039
77,101,71.9279,0.0891,0.6222,87.3051,0.0089,0.5526,175.324,0.5657,1.3215,287.7804,3.4786,0.0061,301.6689,2.6814,0.0208,374.0345,0.5443,0.4254,416.7083,0.9623,0.0958,479.2189,14.5561,0.8041,2019.4858,539.8583,69.6227,-13.7077677,1.796227,1.163974,166.389343
78,102,66.3185,0.0257,0.5833,80.9905,0.0038,0.54,172.7479,0.6019,1.6742,284.6638,3.4167,0.0165,304.8761,2.6748,0.012,324.8482,0.1264,0.1229,382.4214,1.9886,0.0166,440.882,14.0647,0.5899,2074.5004,529.7211,70.9227,-15.82078212,1.818888,1.155905,176.76947
79,104,89.3159,0.1678,0.5645,99.9018,0.1242,0.5449,170.8105,1.0547,1.7432,286.8268,3.7217,0.0917,308.2787,5.4174,0.1349,310.0665,8.3118,0.1302,389.8482,0.0733,0.3049,423.254,0.9306,0.504,1998.7144,461.3768,89.0817,-16.15129164,1.932515,1.163729,160.347198
80,105,84.2187,0.2012,0.5377,93.3436,0.1861,0.4888,168.2754,1.4891,1.4682,272.8181,9.2434,0.2287,301.0464,3.5076,0.0192,304.0184,3.0258,0.0095,367.7508,0.0431,0.2283,400.8163,0.4032,0.6627,2042.4355,427.6537,94.3888,-15.51066668,1.968484,1.157333,154.823059
81,106,91.5124,0.1661,0.5607,102.6453,0.1281,0.5399,168.0715,0.9383,1.4663,286.9226,10.7552,0.266,324.9687,3.1332,0.0231,336.5634,2.8081,0.0288,403.7344,0.1316,0.1705,439.2217,0.4593,0.9464,1963.556,439.2184,90.6096,-14.71291321,1.94714,1.167991,154.359009
82,107,83.4097,0.0082,0.5269,94.057,0.1341,0.4761,168.7001,0.7359,1.4108,314.0126,3.365,0.0302,317.7205,5.9999,0.1811,343.6495,7.1473,0.1927,367.1905,0.3471,0.0977,415.4198,2.1557,1.0276,2039.7969,457.1779,76.6066,-15.87957981,1.901088,1.158159,157.863159
83,108,89.2594,0.0037,0.5369,96.5647,0.0502,0.482,171.2594,0.5544,1.3904,307.5593,2.9624,0.0069,324.4484,2.9221,0.0448,379.0509,7.7171,0.2711,393.323,0.3611,0.0338,465.2272,6.7419,1.1513,1989.9395,479.9546,63.6122,-16.01317669,1.842815,1.166107,161.431595
84,109,82.5936,0.0067,0.4606,86.8423,0.0407,0.4669,172.2767,0.5912,1.0974,310.1185,2.897,0.0241,325.2014,2.8079,0.0367,376.146,0.9535,0.1526,378.6935,3.6379,0.2146,491.3496,9.7223,1.2246,2028.5676,476.0729,58.2041,-14.25872148,1.815247,1.161319,161.212799
