,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
63,65,118.797,0.0083,1.9268,122.8638,0.0322,1.6293,184.4212,1.5916,4.2317,331.5848,11.0199,0.7974,360.4766,10.0105,1.0187,510.7162,19.6123,4.4578,558.0924,9.8299,1.3239,599.842,33.3961,2.2522,1876.6649,1122.8308,119.7577,-8.286332301,1.734732,1.180112,160.615448
64,67,110.7738,0.1084,1.7381,122.656,0.0943,1.6447,178.085,1.6375,6.4891,306.5472,9.8862,2.591,335.2881,12.6913,2.0166,533.6229,20.4546,4.9345,544.0867,5.7539,1.7655,601.3859,23.706,1.4989,1870.6653,1176.467,112.5972,-11.16729346,1.715997,1.182327,170.235565
65,68,94.4932,0.1163,1.6779,110.8507,0.1,1.4281,181.5667,1.2173,7.3718,300.9182,9.8892,0.1973,340.1447,13.1604,1.8342,529.3833,4.5719,4.018,544.5131,7.4808,3.7261,641.2459,32.6319,5.1154,1918.3024,1204.8319,109.3146,-11.9947909,1.678398,1.177725,169.94635
66,69,97.1821,0.1087,1.7756,112.5517,0.1139,1.2723,184.2093,1.0372,6.9216,301.7672,10.2343,0.6812,354.8776,11.9999,0.826,532.2559,5.2937,1.6384,542.0906,3.78,2.9393,645.6239,34.7327,4.9358,1927.4314,1173.6716,99.3385,-13.3536638,1.677584,1.176407,168.643845
67,70,115.7021,0.0357,1.7673,131.0481,0.1404,1.3735,183.73,1.3836,5.1333,321.1209,11.5992,1.6124,360.3611,9.7754,0.6959,527.4159,13.5021,6.1837,561.7394,3.287,0.4538,605.8958,33.4429,1.9471,1869.0526,1103.3605,100.1064,-11.14583262,1.716016,1.182427,167.108124
68,71,118.1857,0.0326,1.5785,138.0283,0.1052,1.1775,190.6001,1.8041,4.6093,346.1086,12.7051,0.8801,354.6568,8.7894,0.7373,504.4418,20.4708,6.3579,558.9239,3.2346,3.4751,589.2893,30.7457,1.9792,1875.4284,1065.0846,111.0696,-8.893448226,1.739185,1.180268,166.86734
69,72,111.6397,0.0273,1.5104,140.6826,0.0729,1.2437,194.1545,1.703,3.2981,335.0114,12.0762,1.0793,376.3768,10.38,1.1037,535.0949,10.8173,8.0751,560.6423,4.3799,4.0231,617.7584,36.6178,2.9022,1892.3412,1042.7805,94.1845,-7.348330353,1.705876,1.179536,167.804703
70,73,82.7001,0.2033,1.5343,122.4105,0.0216,1.0803,200.612,1.3204,2.8068,332.4255,10.9534,0.3958,372.4197,9.9516,0.7918,523.1944,11.1627,5.8797,538.2193,8.3527,0.9328,681.8267,35.8786,6.511,1978.4997,1062.1835,75.8143,-5.751442905,1.654093,1.170146,165.652405
71,74,73.2555,0.1644,1.4622,118.8148,0.0546,1.0489,195.2157,1.8257,2.1655,313.4362,11.175,0.5284,351.7726,12.1548,0.5294,525.7954,6.9444,3.5186,538.3213,10.4877,3.0907,698.7162,35.3641,7.5567,1992.4683,1011.4953,71.9832,-4.220318505,1.645226,1.168543,163.248367
72,75,99.1766,0.0257,1.3927,131.0653,0.0001,1.1569,197.3826,1.7476,2.3085,311.461,11.301,0.4378,365.8369,11.2945,0.4777,544.2221,6.6117,4.1318,552.9198,7.128,1.9005,640.4459,44.1335,5.7878,1926.0747,1028.6738,85.94,-7.135165206,1.683007,1.175629,164.624985
