,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
50,92,59.3196,0.0979,1.0097,155.7874,0.0106,1.1434,195.2951,0.226,24.0184,334.3691,1.4899,0.5922,347.3412,3.7715,0.783,376.8144,2.3383,1.9432,468.4085,5.5237,36.3716,630.4268,2.5678,183.1649,1666.3571,649.1182,1176.9423,-7.508972913,1.688214,1.191414,128.326859
51,94,68.4217,0.3061,1.3124,114.4027,0.4895,1.1159,174.639,0.0347,1.3133,298.3255,0.7869,0.1643,321.0965,4.1672,1.4175,341.7944,3.0976,1.4128,405.9744,3.7483,3.1853,496.0652,35.7696,16.109,1690.6384,454.8294,11.6341,-25.21925039,1.754457,1.199373,134.855896
52,96,89.2415,0.1624,1.555,95.0191,0.1983,1.461,155.3692,0.1223,2.5284,277.7977,4.541,0.1834,301.1034,2.7907,0.2227,326.0869,3.1558,0.4655,371.1448,1.3994,2.4736,520.9617,33.4273,16.8795,1761.8959,468.7881,4.3666,-30.86163206,1.717671,1.193314,155.521698
53,99,84.0888,0.3561,1.5395,104.9864,0.0885,1.695,156.2783,0.2649,3.1669,263.1261,5.7117,0.0954,286.0602,5.7842,0.2463,375.1994,0.7236,1.9429,388.8121,1.3911,0.3913,542.2495,38.6042,21.3768,1660.1785,417.9275,3.016,-30.84230475,1.689681,1.212266,160.851044
54,100,-36.6216,0.1321,1.6222,43.4177,0.1989,1.8393,150.0022,0.408,1.7504,239.5901,1.3414,0.6292,241.5655,2.2416,0.7871,271.3886,5.0412,0.8062,314.6896,4.7919,0.9128,494.4804,26.3683,45.4565,1892.2387,612.9412,13.8075,-27.00627337,1.732249,1.170394,152.595673
55,101,82.8127,0.5218,1.8702,109.2361,0.1351,1.7028,167.733,0.086,1.909,282.0834,5.7961,0.3837,319.2574,5.4476,0.4957,381.0764,0.4005,2.3455,404.2094,0.7946,1.3307,534.7842,36.6679,33.2103,1586.615,448.5041,9.1462,-25.1602017,1.709376,1.219267,144.763031
56,102,40.1913,0.0315,1.1994,93.5038,0.0535,0.9682,176.7907,0.2168,2.7442,272.3149,0.3756,0.0977,283.7036,3.3181,0.2712,378.5302,2.8898,0.2622,412.9615,2.0766,3.308,509.1543,5.9631,1.1004,1874.187,617.819,10.6111,-16.75244622,1.711467,1.166499,141.225281
57,106,-72.0269,0.0107,1.5327,93.3549,0.208,1.6565,162.182,0.3212,1.4779,188.9847,0.4179,0.4126,286.7905,2.9853,1.4774,316.0126,4.7881,0.2905,363.7706,5.0762,2.2381,487.7199,35.9893,22.1047,1909.1253,598.0737,11.4571,-21.24403729,1.732604,1.165781,147.072662
58,107,75.041,0.3655,1.5055,129.5319,0.2802,1.1307,175.4711,0.1903,2.0188,271.2274,4.9156,0.2679,297.0323,5.6584,0.6976,378.0324,0.7435,0.5261,430.6192,3.3361,8.8062,553.0194,45.0254,8.267,1591.9067,385.409,4.2926,-24.84010885,1.710103,1.218713,146.703857
59,109,63.432,0.3748,1.3624,114.9045,0.4603,1.1577,167.6686,0.1741,2.1044,261.9908,4.6984,0.1287,322.362,5.2719,0.7246,363.8564,0.4401,0.1945,429.0919,1.0636,4.2739,558.6997,45.3789,9.1889,1620.9382,388.3586,3.5065,-28.38861515,1.688681,1.214768,143.241913
60,112,62.1343,0.1712,1.5206,75.4173,0.1898,1.735,167.3201,0.1288,1.0749,265.901,0.2365,0.0732,282.2281,2.8904,0.7095,332.3405,6.1873,0.369,351.1849,5.3539,0.5245,502.3943,28.6063,25.7097,1818.5834,527.7933,6.3639,-22.90405225,1.719925,1.181959,147.054672
61,113,111.0408,0.1079,1.7723,119.6893,0.0688,2.1533,172.6509,0.4249,1.6485,286.2732,2.7737,0.8557,334.8063,3.1933,2.2491,340.6464,5.1586,0.1883,419.5276,5.3709,14.117,554.3331,8.2766,39.2129,1657.2827,699.7672,39.7136,-15.84305873,1.703297,1.201052,152.361954
62,114,72.5983,0.1451,1.36,81.9269,0.1236,1.5698,178.7664,0.0932,1.0075,253.2798,0.1095,0.0863,299.5326,1.9855,0.2504,308.8632,4.259,0.245,348.5743,5.8244,0.4773,528.4776,31.8069,21.979,1829.7676,462.3516,3.2828,-18.99071164,1.690731,1.183215,159.643372
63,115,78.8748,0.1551,1.2535,89.8173,0.1171,1.4015,180.1549,0.0909,0.9802,248.4266,1.4786,0.0679,281.2897,3.5813,0.1347,319.876,2.0283,0.4284,361.831,4.4253,0.6987,545.4451,30.2104,22.2996,1822.4138,435.1274,3.4704,-18.14721269,1.674021,1.185132,163.773926
64,116,91.351,0.2122,1.1711,103.8427,0.1311,1.3599,177.8188,0.0591,0.9345,265.794,5.1667,0.1874,301.7843,0.0396,0.0663,340.3497,2.6654,0.6682,378.9333,3.0969,0.8625,550.5701,30.9514,20.5849,1765.1937,409.2716,2.1294,-18.58006909,1.672164,1.19363,160.768417
65,117,92.7461,0.0072,1.3921,110.3583,0.0486,3.289,167.6801,0.0814,31.1281,241.4346,0.1309,2.9781,271.0647,4.7396,1.0102,335.0324,3.4313,9.5823,397.1051,4.9041,176.3908,539.3096,0.0687,50.8378,1776.702,669.4953,569.1574,-15.4240703,1.70185,1.179885,151.866699
66,123,-38.616,0.138,1.2285,88.1975,0.1243,1.3341,165.8868,0.2082,1.0181,259.7067,0.2014,0.2322,282.1973,1.0753,0.7686,344.8549,4.4935,0.4536,374.0129,4.7957,0.4472,474.977,18.9778,33.0987,1869.1187,543.0628,9.3081,-18.52014189,1.746195,1.17015,146.81955
67,124,123.1779,0.0774,1.4214,140.0529,0.0856,1.1246,167.3618,0.4949,1.4032,287.5135,4.778,1.0779,340.9838,3.9077,1.5091,401.4725,5.7309,16.6717,403.9536,6.9524,5.2283,576.2209,5.5604,17.7,1532.3344,560.1029,110.3068,-18.1224888,1.736061,1.218553,147.457123
68,125,-22.6487,0.136,1.2189,94.7676,0.1308,1.2973,160.2489,0.2335,1.7227,234.9924,0.5058,0.4852,266.9396,3.5644,0.4374,317.283,4.7475,0.2899,350.5263,2.8445,1.1912,501.0795,27.374,14.0729,1874.4823,459.7134,4.9679,-24.41873589,1.732626,1.171866,147.009384
69,126,92.6093,0.281,1.0185,121.5219,0.5785,0.6943,167.4748,0.0038,2.6203,281.2592,5.9777,0.2565,309.0151,3.7889,0.228,394.312,0.9412,0.8701,427.9482,1.0365,3.8028,580.9344,30.4868,5.7754,1592.3977,343.1596,1.1652,-26.85523171,1.669451,1.217809,144.690872
70,133,-24.9348,0.073,1.3623,105.7165,0.1317,1.3057,170.0095,0.3659,1.9446,239.7121,0.4628,0.3827,278.0347,2.0133,1.0306,307.4774,5.0861,0.3348,360.0019,3.0587,0.9111,550.338,25.9634,18.6563,1899.3456,531.0466,5.3813,-19.01681605,1.688547,1.166506,144.088974
71,134,83.9796,0.3244,1.3493,118.539,0.2952,1.3462,168.4808,0.3221,1.9213,268.9621,6.9665,0.3188,286.4661,3.8684,0.8089,375.574,0.6188,0.2994,393.2422,0.6524,3.7227,552.5468,41.0718,18.4573,1607.8548,400.9679,7.8435,-25.5363312,1.715282,1.214093,139.699677
72,136,77.6087,0.4844,1.7086,111.4386,0.3132,1.6407,166.7622,0.24,1.9648,286.4406,6.4858,0.4493,301.115,3.8664,0.7249,366.4407,0.6255,1.0495,393.197,0.7939,4.2739,526.4256,42.7138,28.2828,1578.1107,452.823,17.3072,-28.10366286,1.736992,1.218962,137.058304
73,138,78.9683,0.3902,1.5436,84.0302,0.3104,1.6607,164.9974,0.0195,1.8954,311.9564,4.4835,0.2684,326.7596,3.6367,0.3594,347.2464,1.8524,0.1569,382.369,2.3146,1.5586,562.7995,34.354,15.1246,1696.5815,471.2815,1.8092,-28.79436312,1.66569,1.204079,148.323059
74,139,69.7788,0.1932,1.7473,79.5334,0.1907,1.7641,165.8871,0.0128,1.5903,274.966,0.2651,0.0554,306.8523,2.016,0.4926,348.2986,5.3893,0.3761,358.9186,5.093,0.6832,529.3978,32.3517,20.6709,1818.5149,528.0336,3.683,-27.1682337,1.694069,1.184776,154.673004
75,140,96.7838,0.2737,1.9004,106.5696,0.1841,1.9632,171.2583,0.0555,1.4468,314.4459,0.2837,0.1836,324.6012,2.7765,0.7027,361.0865,2.8724,0.7996,364.7082,5.2687,0.5473,495.9554,37.3237,27.7435,1725.3052,500.3119,6.6968,-24.49830416,1.724052,1.199824,161.333923
76,141,93.0396,0.2147,2.036,101.3411,0.1061,1.9408,171.8114,0.0109,1.6249,281.8362,0.1452,0.2076,295.8357,3.5433,0.2509,325.5946,2.7502,0.7086,334.2636,4.5288,0.3721,467.4227,34.3293,39.0877,1773.4855,557.658,13.4936,-22.64834192,1.75057,1.190892,166.787598
77,142,103.5463,0.0404,2.3391,108.4015,0.7883,2.4247,145.3445,0.5407,21.8776,250.846,6.2257,18.0906,284.4619,8.1811,14.6295,306.0623,2.8718,16.5248,335.6107,2.5587,40.0872,451.2365,3.4867,152.6008,1687.4611,1017.1275,79.9653,-13.82774761,1.731146,1.191372,164.658539
78,143,64.5266,0.3459,1.6894,99.9639,0.0812,1.7107,166.8366,0.2207,1.7091,271.3658,6.4415,0.2953,296.0838,2.407,0.3228,307.8167,1.6268,0.2489,368.282,1.2592,0.3472,533.4917,35.0437,35.7762,1773.847,505.5982,4.0877,-23.07806077,1.682466,1.191791,159.172104
79,147,113.7678,0.106,1.7945,121.2066,0.1284,2.7061,174.3646,0.9037,0.5954,329.7893,3.7665,1.7702,340.5518,3.9409,2.9407,391.2309,4.7735,0.2161,420.6798,5.0207,16.2578,542.8472,6.424,52.167,1548.8223,763.0692,357.9755,-18.41974029,1.74559,1.213488,139.654434
80,148,-37.9682,0.3454,1.4204,58.614,0.3072,1.4865,160.9358,0.0661,1.0929,220.8518,2.901,0.8727,272.5992,1.5789,0.485,342.1801,6.789,0.6746,361.5693,5.0195,0.27,487.1033,25.2127,27.0245,1850.2668,556.0614,8.5713,-21.49604531,1.72918,1.176358,146.094971
81,149,100.4366,0.3017,1.2554,107.2717,0.2033,1.3968,172.8245,0.0481,1.5735,319.941,4.7229,0.3134,341.7265,4.166,0.266,391.9649,0.6706,0.6115,395.622,0.4283,2.7539,579.2143,31.7483,13.8171,1614.4765,388.9423,0.8847,-20.77453431,1.658872,1.217341,154.192459
82,150,34.7725,0.0681,1.2354,84.6258,0.1209,1.3573,169.5059,0.0534,1.4258,262.6353,0.0535,0.1071,303.2319,2.0968,1.0728,320.6489,4.6446,0.5272,362.1468,2.8378,0.9199,522.7236,25.2129,22.087,1867.967,520.9942,4.7899,-19.18875379,1.700545,1.172941,150.541183
83,152,79.616,0.1519,0.8754,122.8441,0.0072,0.6022,179.9266,0.4646,0.3555,265.2241,1.9284,2.9905,299.9714,2.4319,3.5264,333.194,4.6755,2.8394,369.5371,12.3893,303.7028,429.3433,3.1475,11.3524,1791.2943,523.6326,1482.422,-13.35510708,1.77307,1.174935,129.642227
84,156,47.2148,0.0732,1.172,122.5424,0.1882,1.2632,174.8341,0.3541,1.5001,216.1859,0.4344,0.1082,329.4519,2.9864,2.5062,374.9094,4.1589,0.5901,385.1692,3.307,3.8015,470.7968,33.0612,18.0659,1829.3544,486.0787,10.5642,-18.63485072,1.746094,1.17711,146.695343
